05 · ITEMS MASTER,,,,,,,,,,,,,,,,,,,,,,
Tabela operacional central: 54 arquivos + 97 abas + itens lembrados. Colunas em ordem cognitiva.,,,,,,,,,,,,,,,,,,,,,,
OBJETIVO,Dividir abas multi-produto por secao.,,,,,,,,,,,,,,,,,,,,,
PROXIMA ACAO,Revisar itens marcados REVIEW_REQUIRED.,,DONO,Leonardo,STATUS,WORKING,,,,,,,,,,,,,,,,
FILE-010,CMD-OUTPUT-REQUIREMENTS-V2-EVOLVER.md,COMMAND,,,C06,CMD,CONFIRMED,WORKING,#cluster:workflows-commands #origem:file,CMD-OUTPUT-REQUIREMENTS-V2-EVOLVER.md,file:CMD-OUTPUT-REQUIREMENTS-V2-EVOLVER.md,,,FILE_ROOT,PRESENT,FILE,,CMD-OUTPUT-REQUIREMENTS-V2-EVOLVER.md,9b97a116b686,534,CMD — OUTPUT-REQUIREMENTS-V2-EVOLVER,
FILE-011,Context,PROJECT_CONTEXT,,,C09,PROJECT_CONTEXT,CONFIRMED,WORKING,#cluster:delivery-governance #origem:file,Context,file:Context,,,FILE_ROOT,PRESENT,FILE,,Context,a25b9ae8ca7e,220,O ponto central deve ficar explícito: a auditoria não é o produto final. Ela ser,contexto de auditoria/geracao
FILE-012,Contextos_adicionais_,PROJECT_CONTEXT,PRG-DESK-OS,PRD-DESK-OS,C04,PROJECT_CONTEXT,REVIEW_REQUIRED,WORKING,#cluster:architecture-system #programa:desk-os #origem:file,Contextos_adicionais_,file:Contextos_adicionais_,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,Contextos_adicionais_,697f42450574,601,DESK-OS · PROJECT · THE,DESK-OS PROJECT THE
FILE-013,Continua_FAQ,FAQ,,,C06,FAQ,PROPOSED,DRAFT,#cluster:workflows-commands #origem:file,Continua_FAQ,file:Continua_FAQ,Validar classificacao,SIM,FILE_ROOT,PARTIAL,FILE,,Continua_FAQ,9cb4a1004dcd,59,LEITURA DO INSUMO PHARMACY,leitura do insumo Pharmacy
FILE-014,copilottdahosworkbook.xlsx,FILE_WORKBOOK,PRG-TDAH,PRD-COPILOTO-TDAH,C11,WORKBOOK,CONFIRMED,WORKING,#cluster:tdah-domain #programa:tdah #origem:file,copilottdahosworkbook.xlsx,file:copilottdahosworkbook.xlsx,,,FILE_ROOT,PRESENT,FILE,,copilottdahosworkbook.xlsx,e2e4e135b69a,135,"abas: 01_Project_State, 02_GTM_Calendar_D0-D90, 03_Evidence_Ledger, 04_Skills_Re",
FILE-015,Customer_jorney_.txt,PRODUCT_DOC,PRG-DESK-OS,PRD-DESK-OS,C01,CUSTOMER_JOURNEY,CONFIRMED,WORKING,#cluster:product-strategy #programa:desk-os #origem:file,Customer_jorney_.txt,file:Customer_jorney_.txt,,,FILE_ROOT,PRESENT,FILE,,Customer_jorney_.txt,05804441092d,672,DESK-OS — CUSTOMER JOURNEY,DESK-OS Customer Journey
FILE-016,Desing_System_.txt,DESIGN,PRG-DESK-OS,PRD-DESK-OS,C08,DESIGN_SYSTEM,REVIEW_REQUIRED,REFERENCE,#cluster:design-ux #programa:desk-os #origem:file,Desing_System_.txt,file:Desing_System_.txt,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,Desing_System_.txt,741df5e56b63,552,CMD - Design System,variante Design System
FILE-017,DESK-OS-YAML-CARD,YAML_CARD,PRG-DESK-OS,PRD-DESK-OS,C04,YAML_CARD,CONFIRMED,WORKING,#cluster:architecture-system #programa:desk-os #origem:file,DESK-OS-YAML-CARD,file:DESK-OS-YAML-CARD,,,FILE_ROOT,PRESENT,FILE,,DESK-OS-YAML-CARD,dffef0cead38,79,desk_os_card:,
FILE-018,DESKOSMastering.xlsx,FILE_WORKBOOK,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,CONFIRMED,WORKING,#cluster:delivery-governance #programa:desk-os #origem:file,DESKOSMastering.xlsx,file:DESKOSMastering.xlsx,,,FILE_ROOT,PRESENT,FILE,,DESKOSMastering.xlsx,31a5860c053f,5014,"abas: 00_Dashboard, 01_Timeline, 02_Fases, 03_Artefatos, 04_Schema_3x3, 05_Mapa_",
FILE-019,ESPECIALISTA_AGENTE,RATIONALE,PRG-LEONARDO-OS,PRD-LEONARDO-OS,C05,SPECIALIST,PROPOSED,WORKING,#cluster:macro-personalization #programa:leonardo-os #origem:file,ESPECIALISTA_AGENTE,file:ESPECIALISTA_AGENTE,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,ESPECIALISTA_AGENTE,b954aee1223b,313,O profissional mais adequado é um Especialista em Arquitetura de Processos e Efi,especialista arquitetura de processos
FILE-020,ESPECIALISTA_RATIONALE,RATIONALE,PRG-LEONARDO-OS,PRD-LEONARDO-OS,C05,SPECIALIST,PROPOSED,WORKING,#cluster:macro-personalization #programa:leonardo-os #origem:file,ESPECIALISTA_RATIONALE,file:ESPECIALISTA_RATIONALE,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,ESPECIALISTA_RATIONALE,89460569ff4e,630,Esse profissional organizaria a macro-personalização em cascata como uma arquite,macro-personalizacao em cascata
FILE-021,FAQ,FAQ,,,C09,FAQ,PROPOSED,DRAFT,#cluster:delivery-governance #origem:file,FAQ,file:FAQ,Validar classificacao,SIM,FILE_ROOT,PARTIAL,FILE,,FAQ,ec31f8d48bca,62,RACIOCÍNIO ESTENDIDO (P-03) — POR PRIMEIRO PRINCÍPIO,raciocinio estendido P-03
FILE-022,GTM_RATIONALE.txt,RATIONALE,PRG-SMALL-BUSINESS,,C02,DECISION,CONFIRMED,APPROVED,#cluster:business-gtm #programa:small-business #origem:file,GTM_RATIONALE.txt,file:GTM_RATIONALE.txt,,,FILE_ROOT,PRESENT,FILE,,GTM_RATIONALE.txt,9f7be64c9de1,268,V-20260615-005 — Uso Correto da PMF Master Matrix no Pré-GTM — #padraos #gtm — D,PMF Master Matrix Pre-GTM
FILE-023,ICPS-WORKFLOWS,WORKFLOW,,,C06,ICP_WORKFLOWS,CONFIRMED,WORKING,#cluster:workflows-commands #origem:file,ICPS-WORKFLOWS,file:ICPS-WORKFLOWS,,,FILE_ROOT,PRESENT,FILE,,ICPS-WORKFLOWS,d31420e6fc1f,1103,A consolidação abaixo organiza os ICPs sem sobreposição funcional. Cada perfil p,ICPs sem sobreposicao
FILE-024,LEONARDO-OS.md,MACRO_PERSONALIZATION,PRG-LEONARDO-OS,PRD-LEONARDO-OS,C05,MACRO,CONFIRMED,WORKING,#cluster:macro-personalization #programa:leonardo-os #origem:file,LEONARDO-OS.md,file:LEONARDO-OS.md,,,FILE_ROOT,PRESENT,FILE,,LEONARDO-OS.md,d65195c6fb7a,436,MACRO PERSONALIZAÇÃO — LEONARDO,Macro Personalizacao Leonardo
FILE-025,LEONARDO_MACRO_PERSONALIZATION___PROPRIETARY_SKILL_STACK.md,MACRO_PERSONALIZATION,PRG-LEONARDO-OS,PRD-LEONARDO-OS,C05,SKILL_STACK,CONFIRMED,SSOT,#cluster:macro-personalization #programa:leonardo-os #origem:file,LEONARDO_MACRO_PERSONALIZATION___PROPRIETARY_SKILL_STACK.md,file:LEONARDO_MACRO_PERSONALIZATION___PROPRIETARY_SKILL_STACK.md,,,FILE_ROOT,PRESENT,FILE,,LEONARDO_MACRO_PERSONALIZATION___PROPRIETARY_SKILL_STACK.md,9079d7b5168f,2629,Analisei as 10 skills anexadas. A arquitetura mais coerente é: Setup-OS faz onbo,proprietary skill stack
FILE-026,MASTER-INDEX-AGENTIC-SYSTEMS-ARCHITECT.md,INDEX,PRG-ASA,PRD-ASA,C10,MASTER_INDEX,CONFIRMED,WORKING,#cluster:directory-knowledge #programa:asa #origem:file,MASTER-INDEX-AGENTIC-SYSTEMS-ARCHITECT.md,file:MASTER-INDEX-AGENTIC-SYSTEMS-ARCHITECT.md,,,FILE_ROOT,PRESENT,FILE,,MASTER-INDEX-AGENTIC-SYSTEMS-ARCHITECT.md,a2e3537b6767,253,id: ASA-MASTER-INDEX-V1,ASA-MASTER-INDEX-V1
FILE-027,MATER-FULL-PRINT,CATALOG,,,C10,UNIFIED_CATALOG,CONFIRMED,WORKING,#cluster:directory-knowledge #origem:file,MATER-FULL-PRINT,file:MATER-FULL-PRINT,,,FILE_ROOT,PRESENT,FILE,,MATER-FULL-PRINT,67668885806e,1050,UNIFIED MASTER CATALOG,UNIFIED MASTER CATALOG
FILE-028,OUTPUT-REQUIREMNETS_,REQUIREMENTS,,,C05,OUTPUT_REQUIREMENTS,CONFIRMED,SUPERSEDED,#cluster:macro-personalization #origem:file,OUTPUT-REQUIREMNETS_,file:OUTPUT-REQUIREMNETS_,,,FILE_ROOT,PRESENT,FILE,,OUTPUT-REQUIREMNETS_,34f9bd2c4681,1064,1. Padrão-OS — Stack de macro-personalização da conta,"Padrao-OS stack (v1, grafia OUTPUT-REQUIREMNETS)"
FILE-029,OUTPUT_REQUIREMENTS_V2.md,REQUIREMENTS,,,C05,OUTPUT_REQUIREMENTS,CONFIRMED,SUPERSEDED,#cluster:macro-personalization #origem:file,OUTPUT_REQUIREMENTS_V2.md,file:OUTPUT_REQUIREMENTS_V2.md,,,FILE_ROOT,PRESENT,FILE,,OUTPUT_REQUIREMENTS_V2.md,e5772818bec1,740,OUTPUT_REQUIREMENTS_V2 — Padrão-OS,Padrao-OS v2
FILE-030,OUTPUT_REQUIREMENTS_V3.md,REQUIREMENTS,,,C05,OUTPUT_REQUIREMENTS,CONFIRMED,WORKING,#cluster:macro-personalization #origem:file,OUTPUT_REQUIREMENTS_V3.md,file:OUTPUT_REQUIREMENTS_V3.md,,,FILE_ROOT,PRESENT,FILE,,OUTPUT_REQUIREMENTS_V3.md,0153c241ce43,640,OUTPUT_REQUIREMENTS_V3 — Padrão-OS,Padrao-OS v3
FILE-031,PHARMACY_-_CMD,COMMAND,,,C06,CMD,CONFIRMED,WORKING,#cluster:workflows-commands #origem:file,PHARMACY_-_CMD,file:PHARMACY_-_CMD,,,FILE_ROOT,PRESENT,FILE,,PHARMACY_-_CMD,fbbee4a348a5,415,1. 01-COMANDO-AGENTICO-ANTHROPIC(1).md,Pharmacy comando
FILE-032,Propostas_de_wirfremes_.txt,DESIGN,PRG-DESK-OS,PRD-DESK-OS,C08,WIREFRAME,CONFIRMED,WORKING,#cluster:design-ux #programa:desk-os #origem:file,Propostas_de_wirfremes_.txt,file:Propostas_de_wirfremes_.txt,,,FILE_ROOT,PRESENT,FILE,,Propostas_de_wirfremes_.txt,86d2f0d046de,967,DESK-OS — WIREFRAME PLAIN TEXT A4 V2,DESK-OS Wireframe A4 V2
FILE-033,RATIONAL_ADPT_txt.rtf,REFERENCE,PRG-ASA,PRD-ASA,C03,DERIVATION,REVIEW_REQUIRED,REFERENCE,#cluster:research-evidence #programa:asa #origem:file,RATIONAL_ADPT_txt.rtf,file:RATIONAL_ADPT_txt.rtf,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,RATIONAL_ADPT_txt.rtf,c5e4bb03f232,49,Sim. A adaptação correta não é “copiar o Fugu para dentro do Claude.ai”. É criar,adaptacao Fugu->Claude.ai
FILE-034,README,INDEX,,,C10,MASTER_INDEX,CONFIRMED,WORKING,#cluster:directory-knowledge #origem:file,README,file:README,,,FILE_ROOT,PRESENT,FILE,,README,e827b6944975,808,"MASTER INDEX — ICPs, CLUSTERS E WORKFLOWS",MASTER INDEX ICPs Clusters Workflows
FILE-035,README-ASA-TREEFILE.md,INDEX,PRG-ASA,PRD-ASA,C10,TREEFILE,CONFIRMED,WORKING,#cluster:directory-knowledge #programa:asa #origem:file,README-ASA-TREEFILE.md,file:README-ASA-TREEFILE.md,,,FILE_ROOT,PRESENT,FILE,,README-ASA-TREEFILE.md,3ecf2043a280,170,id: ASA-MASTER-INDEX-DIR-v1,ASA-MASTER-INDEX-DIR-v1
FILE-036,RESUMO_EXECUTIVO_DO_PROJETO_,PROJECT_CONTEXT,,,C01,EXECUTIVE_SUMMARY,CONFIRMED,WORKING,#cluster:product-strategy #origem:file,RESUMO_EXECUTIVO_DO_PROJETO_,file:RESUMO_EXECUTIVO_DO_PROJETO_,,,FILE_ROOT,PRESENT,FILE,,RESUMO_EXECUTIVO_DO_PROJETO_,e7c0fa9b68b9,532,desk_os_card:,desk_os_card resumo
FILE-037,SAKANA-BLUEPRINT_txt.rtf,REFERENCE,PRG-ASA,PRD-ASA,C03,EXTERNAL_REFERENCE,CONFIRMED,REFERENCE,#cluster:research-evidence #programa:asa #origem:file,SAKANA-BLUEPRINT_txt.rtf,file:SAKANA-BLUEPRINT_txt.rtf,,,FILE_ROOT,PRESENT,FILE,,SAKANA-BLUEPRINT_txt.rtf,f5016e9f5f72,65,Sakana Fugu — Blueprint executivo1. Resumo executivoSakana Fugu é um sistema jap,Sakana Fugu blueprint
FILE-038,SAKANA_TXT.rtf,REFERENCE,PRG-ASA,PRD-ASA,C03,EXTERNAL_REFERENCE,CONFIRMED,REFERENCE,#cluster:research-evidence #programa:asa #origem:file,SAKANA_TXT.rtf,file:SAKANA_TXT.rtf,,,FILE_ROOT,PARTIAL,FILE,,SAKANA_TXT.rtf,5b5c0c7bc4bd,1,"Você está falando da Sakana AI, empresa japonesa de Tóquio. A nova IA chama-se S",Sakana AI / Fugu
FILE-039,SOT_DESING_SYSTEM,DESIGN,PRG-DESK-OS,PRD-DESK-OS,C08,DESIGN_SYSTEM,REVIEW_REQUIRED,WORKING,#cluster:design-ux #programa:desk-os #origem:file,SOT_DESING_SYSTEM,file:SOT_DESING_SYSTEM,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,SOT_DESING_SYSTEM,41b66bfa0c08,552,CMD - Design System,variante Design System (SOT)
FILE-040,Template_Minimo_Padronizacao_Processo.xlsx,FILE_WORKBOOK,,,C07,WORKBOOK,CONFIRMED,WORKING,#cluster:templates-assets #origem:file,Template_Minimo_Padronizacao_Processo.xlsx,file:Template_Minimo_Padronizacao_Processo.xlsx,,,FILE_ROOT,PRESENT,FILE,,Template_Minimo_Padronizacao_Processo.xlsx,36561891aa48,200,"abas: Fluxo Completo, Diagnóstico AS IS, TO BE e Piloto, SOP, Implantação e Cont",template padronizacao
FILE-041,UNIVERSAL_ICP_OPERATING_SYSTEM_SCHEMA.md,SCHEMA,,,C05,ICP_SCHEMA,CONFIRMED,WORKING,#cluster:macro-personalization #origem:file,UNIVERSAL_ICP_OPERATING_SYSTEM_SCHEMA.md,file:UNIVERSAL_ICP_OPERATING_SYSTEM_SCHEMA.md,,,FILE_ROOT,PRESENT,FILE,,UNIVERSAL_ICP_OPERATING_SYSTEM_SCHEMA.md,461c91e8eb5d,1856,A estrutura abaixo transforma seu stack em um schema universal preenchível por I,schema universal por ICP
FILE-042,VARIÁVEIS_DO_AMBIENTE_,MACRO_PERSONALIZATION,PRG-LEONARDO-OS,PRD-LEONARDO-OS,C05,ENV_VARS,CONFIRMED,WORKING,#cluster:macro-personalization #programa:leonardo-os #origem:file,VARIÁVEIS_DO_AMBIENTE_,file:VARIÁVEIS_DO_AMBIENTE_,,,FILE_ROOT,PARTIAL,FILE,,VARIÁVEIS_DO_AMBIENTE_,8d6839fa05c8,38,MACRO-PERSONALIZAÇÃO EM CASCATA,macro-personalizacao em cascata
FILE-043,VARIÁVEIS_PERSONALIZADAS,DIRECTORY,,,C10,MECE_TRANSCRIPT,CONFIRMED,WORKING,#cluster:directory-knowledge #origem:file,VARIÁVEIS_PERSONALIZADAS,file:VARIÁVEIS_PERSONALIZADAS,,,FILE_ROOT,PRESENT,FILE,,VARIÁVEIS_PERSONALIZADAS,00b681d7aeec,520,Transcrição MECE — Diretório Claude.ai,Diretorio Claude.ai MECE
FILE-044,WF1.md,WORKFLOW,,,C06,WF,PROPOSED,WORKING,#cluster:workflows-commands #origem:file,WF1.md,file:WF1.md,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,WF1.md,f6db0a9a574c,25,Interpretei “[cloud.ai](http://cloud.ai/)” como [Claude.ai](http://claude.ai/) e,WF1 Claude.ai/API
FILE-045,WF2.md,WORKFLOW,,,C06,WF,PROPOSED,WORKING,#cluster:workflows-commands #origem:file,WF2.md,file:WF2.md,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,WF2.md,453329015e56,839,"A referência provavelmente é Thomas Frank, criador dos templates Ultimate Brain ",WF2 Thomas Frank
FILE-046,WF3.md,WORKFLOW,PRG-ASA,PRD-ASA,C06,WF,PROPOSED,WORKING,#cluster:workflows-commands #programa:asa #origem:file,WF3.md,file:WF3.md,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,WF3.md,7622ac78c116,792,PROMPT AGÊNTICO 03 — MATRIZ DE PREMISSAS FUNDAMENTAIS,WF3 matriz de premissas
FILE-047,WF4.md,WORKFLOW,PRG-ASA,PRD-ASA,C06,WF,PROPOSED,WORKING,#cluster:workflows-commands #programa:asa #origem:file,WF4.md,file:WF4.md,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,WF4.md,9a0c83032820,811,PROMPT AGÊNTICO 04 — FILTRO DE INOVAÇÃO E DESTINO DE PRODUTO,WF4 filtro de inovacao/destino
FILE-048,WF5.md,WORKFLOW,PRG-ASA,PRD-ASA,C03,WF,REVIEW_REQUIRED,REFERENCE,#cluster:research-evidence #programa:asa #origem:file,WF5.md,file:WF5.md,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,WF5.md,03b2d4ac820d,964,"A referência correta é o 4D AI Fluency Framework: Delegation, Description, Disce",WF5 4D AI Fluency (external ref)
FILE-049,WF6.md,WORKFLOW,PRG-ASA,PRD-ASA,C06,WF,PROPOSED,WORKING,#cluster:workflows-commands #programa:asa #origem:file,WF6.md,file:WF6.md,Validar classificacao,SIM,FILE_ROOT,PRESENT,FILE,,WF6.md,0669e07cfef5,1249,PROMPT AGÊNTICO 06 — BRAINSTORM E RESOLUÇÃO DE ISSUES,WF6 brainstorm/issues
FILE-050,Wireframe,DESIGN,PRG-DESK-OS,PRD-DESK-OS,C08,WIREFRAME,CONFIRMED,WORKING,#cluster:design-ux #programa:desk-os #origem:file,Wireframe,file:Wireframe,,,FILE_ROOT,PRESENT,FILE,,Wireframe,a9b30cdc79b1,267,"Abaixo está o wireframe plain text do MEI DESK-OS, em uma única folha A4, organi",MEI DESK-OS A4
FILE-051,Wireframe_2,DESIGN,PRG-DESK-OS,PRD-DESK-OS,C08,WIREFRAME,CONFIRMED,WORKING,#cluster:design-ux #programa:desk-os #origem:file,Wireframe_2,file:Wireframe_2,,,FILE_ROOT,PRESENT,FILE,,Wireframe_2,2a5278e0a980,921,"Preenchimento atualizado em 24 de junho de 2026, usando o Card LEO-DESKOS-V2, o ",Card LEO-DESKOS-V2
FILE-052,Workflowagentico,WORKFLOW,,,C06,WF_MASTER,CONFIRMED,WORKING,#cluster:workflows-commands #origem:file,Workflowagentico,file:Workflowagentico,,,FILE_ROOT,PRESENT,FILE,,Workflowagentico,969038a83333,1133,Transformei o conteúdo do ZIP em um workflow agêntico mestre. Ele não termina na,workflow agentico mestre
FILE-053,YAML_Card_Leonard_os_,YAML_CARD,PRG-LEONARDO-OS,PRD-LEONARDO-OS,C04,YAML_CARD,CONFIRMED,WORKING,#cluster:architecture-system #programa:leonardo-os #origem:file,YAML_Card_Leonard_os_,file:YAML_Card_Leonard_os_,,,FILE_ROOT,PRESENT,FILE,,YAML_Card_Leonard_os_,6cac1a65ff55,896,"Normalizei chaves, tipos, nomenclatura, listas, contratos, IDs, responsabilidade",card Leonardo OS normalizado
FILE-054,Yamls_card_2_deskos_,YAML_CARD,PRG-DESK-OS,PRD-DESK-OS,C04,YAML_CARD,CONFIRMED,WORKING,#cluster:architecture-system #programa:desk-os #origem:file,Yamls_card_2_deskos_,file:Yamls_card_2_deskos_,,,FILE_ROOT,PRESENT,FILE,,Yamls_card_2_deskos_,50419b1237b1,945,"Normalizei IDs, nomenclatura, contratos, donos, campos de instância, workflows, ",card DESK-OS normalizado
ITEM-018-S001,00_Dashboard,SHEET_ITEM,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,PROPOSED,WORKING,#cluster:delivery-governance #tipo:workbook #origem:sheet,DESKOSMastering.xlsx,DESKOSMastering.xlsx!00_Dashboard,,SIM,SHEET_ROOT,PRESENT,FILE,FILE-018,00_Dashboard,31a5860c053f,12,DESK-OS — MASTERING DA PRODUÇÃO,
ITEM-018-S002,01_Timeline,SHEET_ITEM,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,PROPOSED,WORKING,#cluster:delivery-governance #tipo:workbook #origem:sheet,DESKOSMastering.xlsx,DESKOSMastering.xlsx!01_Timeline,,SIM,SHEET_ROOT,PRESENT,FILE,FILE-018,01_Timeline,31a5860c053f,12,LINHA DO TEMPO DA PRODUÇÃO,
ITEM-018-S003,02_Fases,SHEET_ITEM,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,PROPOSED,WORKING,#cluster:delivery-governance #tipo:workbook #origem:sheet,DESKOSMastering.xlsx,DESKOSMastering.xlsx!02_Fases,,SIM,SHEET_ROOT,PRESENT,FILE,FILE-018,02_Fases,31a5860c053f,9,FASES E DEFINITION OF DONE,
ITEM-018-S004,03_Artefatos,SHEET_ITEM,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,PROPOSED,WORKING,#cluster:delivery-governance #tipo:workbook #origem:sheet,DESKOSMastering.xlsx,DESKOSMastering.xlsx!03_Artefatos,,SIM,SHEET_ROOT,PRESENT,FILE,FILE-018,03_Artefatos,31a5860c053f,13,MASTER DE ARTEFATOS,
ITEM-018-S005,04_Schema_3x3,SHEET_ITEM,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,PROPOSED,WORKING,#cluster:delivery-governance #tipo:workbook #origem:sheet,DESKOSMastering.xlsx,DESKOSMastering.xlsx!04_Schema_3x3,,SIM,SHEET_ROOT,PRESENT,FILE,FILE-018,04_Schema_3x3,31a5860c053f,8,SCHEMA UNIVERSAL 3×3,
ITEM-018-S006,05_Mapa_Faces,SHEET_ITEM,PRG-DESK-OS,PRD-DESK-OS,C09,WORKBOOK,PROPOSED,WORKING,#cluster:delivery-governance #tipo:workbook #origem:sheet,DESKOSMastering.xlsx,DESKOSMastering.xlsx!05_Mapa_Faces,,SIM,SHEET_ROOT,PRESENT,FILE,FILE-018,05_Mapa_Faces,31a5860c053f,8,MAPA OFICIAL DAS FACES,
